CLASS,DESCRIPTION,CORES SATISFIED,DAYS/TIMES,ROOM,INSTRUCTOR,UNITS 
ELEN 21 (43569),Introduction to Logic Design,"Design Thinking (Pathway), The Digital Age (Pathway)",MWF 10:30 AM - 11:35am,SCDI 3301,"Tran, Dat Tien",4.00
ELEN 21 (43578),Introduction to Logic Design,"Design Thinking (Pathway), The Digital Age (Pathway)",TR 12:10 PM - 1:50pm,ALAM 104,"Kyrarini, Maria",4.00
ELEN 21 (43578),Introduction to Logic Design,"Design Thinking (Pathway), The Digital Age (Pathway)",TR 12:10 PM - 1:50pm,ALAM 104,"Kyrarini, Maria",4.00
ELEN 21 (43578),Introduction to Logic Design,"Design Thinking (Pathway), The Digital Age (Pathway)",TR 12:10 PM - 1:50pm,ALAM 104,"Kyrarini, Maria",4.00
ELEN 21 (43578),Introduction to Logic Design,"Design Thinking (Pathway), The Digital Age (Pathway)",TR 12:10 PM - 1:50pm,ALAM 104,"Kyrarini, Maria",4.00
ELEN 21 (43578),Introduction to Logic Design,"Design Thinking (Pathway), The Digital Age (Pathway)",TR 12:10 PM - 1:50pm,ALAM 104,"Kyrarini, Maria",4.00
ELEN 21 (43578),Introduction to Logic Design,"Design Thinking (Pathway), The Digital Age (Pathway)",TR 12:10 PM - 1:50pm,ALAM 104,"Kyrarini, Maria",4.00
ELEN 21 (43578),Introduction to Logic Design,"Design Thinking (Pathway), The Digital Age (Pathway)",TR 12:10 PM - 1:50pm,ALAM 104,"Kyrarini, Maria",4.00
ELEN 21L (43561),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",M 02:15 PM - 5pm,SCDI 4001,"Tehranipoor, Fatemeh",1.00
ELEN 21L (43561),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",M 02:15 PM - 5pm,SCDI 4001,"Tehranipoor, Fatemeh",1.00
ELEN 21L (43561),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",M 02:15 PM - 5pm,SCDI 4001,"Tehranipoor, Fatemeh",1.00
ELEN 21L (43561),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",M 02:15 PM - 5pm,SCDI 4001,"Tehranipoor, Fatemeh",1.00
ELEN 21L (43561),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",M 02:15 PM - 5pm,SCDI 4001,"Tehranipoor, Fatemeh",1.00
ELEN 21L (43561),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",M 02:15 PM - 5pm,SCDI 4001,"Tehranipoor, Fatemeh",1.00
ELEN 21L (43561),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",M 02:15 PM - 5pm,SCDI 4001,"Tehranipoor, Fatemeh",1.00
ELEN 21L (43571),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",T 02:15 PM - 5pm,SCDI 4001,"Tehranipoor, Fatemeh",1.00
ELEN 21L (43571),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",T 02:15 PM - 5pm,SCDI 4001,"Tehranipoor, Fatemeh",1.00
ELEN 21L (43571),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",T 02:15 PM - 5pm,SCDI 4001,"Tehranipoor, Fatemeh",1.00
ELEN 21L (43571),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",T 02:15 PM - 5pm,SCDI 4001,"Tehranipoor, Fatemeh",1.00
ELEN 21L (43571),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",T 02:15 PM - 5pm,SCDI 4001,"Tehranipoor, Fatemeh",1.00
ELEN 21L (43571),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",T 02:15 PM - 5pm,SCDI 4001,"Tehranipoor, Fatemeh",1.00
ELEN 21L (43571),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",T 02:15 PM - 5pm,SCDI 4001,"Tehranipoor, Fatemeh",1.00
ELEN 21L (43579),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",W 02:15 PM - 5pm,SCDI 4001,"Tehranipoor, Fatemeh",1.00
ELEN 21L (43579),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",W 02:15 PM - 5pm,SCDI 4001,"Tehranipoor, Fatemeh",1.00
ELEN 21L (43579),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",W 02:15 PM - 5pm,SCDI 4001,"Tehranipoor, Fatemeh",1.00
ELEN 21L (43579),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",W 02:15 PM - 5pm,SCDI 4001,"Tehranipoor, Fatemeh",1.00
ELEN 21L (43579),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",W 02:15 PM - 5pm,SCDI 4001,"Tehranipoor, Fatemeh",1.00
ELEN 21L (43579),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",W 02:15 PM - 5pm,SCDI 4001,"Tehranipoor, Fatemeh",1.00
ELEN 21L (43579),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",W 02:15 PM - 5pm,SCDI 4001,"Tehranipoor, Fatemeh",1.00
ELEN 21L (43580),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",R 02:15 PM - 5pm,SCDI 4001,"Tehranipoor, Fatemeh",1.00
ELEN 21L (43580),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",R 02:15 PM - 5pm,SCDI 4001,"Tehranipoor, Fatemeh",1.00
ELEN 21L (43580),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",R 02:15 PM - 5pm,SCDI 4001,"Tehranipoor, Fatemeh",1.00
ELEN 21L (43580),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",R 02:15 PM - 5pm,SCDI 4001,"Tehranipoor, Fatemeh",1.00
ELEN 21L (43580),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",R 02:15 PM - 5pm,SCDI 4001,"Tehranipoor, Fatemeh",1.00
ELEN 21L (43580),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",R 02:15 PM - 5pm,SCDI 4001,"Tehranipoor, Fatemeh",1.00
ELEN 21L (43580),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",R 02:15 PM - 5pm,SCDI 4001,"Tehranipoor, Fatemeh",1.00
ELEN 21L (43783),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",F 02:15 PM - 5pm,SCDI 4001,"Tehranipoor, Fatemeh",1.00
ELEN 21L (43783),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",F 02:15 PM - 5pm,SCDI 4001,"Tehranipoor, Fatemeh",1.00
ELEN 21L (43783),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",F 02:15 PM - 5pm,SCDI 4001,"Tehranipoor, Fatemeh",1.00
ELEN 21L (43783),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",F 02:15 PM - 5pm,SCDI 4001,"Tehranipoor, Fatemeh",1.00
ELEN 21L (43783),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",F 02:15 PM - 5pm,SCDI 4001,"Tehranipoor, Fatemeh",1.00
ELEN 21L (43783),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",F 02:15 PM - 5pm,SCDI 4001,"Tehranipoor, Fatemeh",1.00
ELEN 21L (43783),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",F 02:15 PM - 5pm,SCDI 4001,"Tehranipoor, Fatemeh",1.00
ELEN 21L (43572),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",T 05:15 PM - 8pm,SCDI 4001,"Tehranipoor, Fatemeh",1.00
ELEN 21L (43572),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",T 05:15 PM - 8pm,SCDI 4001,"Tehranipoor, Fatemeh",1.00
ELEN 21L (43572),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",T 05:15 PM - 8pm,SCDI 4001,"Tehranipoor, Fatemeh",1.00
ELEN 21L (43572),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",T 05:15 PM - 8pm,SCDI 4001,"Tehranipoor, Fatemeh",1.00
ELEN 21L (43572),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",T 05:15 PM - 8pm,SCDI 4001,"Tehranipoor, Fatemeh",1.00
ELEN 21L (43572),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",T 05:15 PM - 8pm,SCDI 4001,"Tehranipoor, Fatemeh",1.00
ELEN 21L (43572),Logic Design Lab,"Design Thinking (Pathway), The Digital Age (Pathway)",T 05:15 PM - 8pm,SCDI 4001,"Tehranipoor, Fatemeh",1.00
ELEN 196 (43559),Design Project III,"Design Thinking (Pathway), Partial Credit Arts, Partial Credit Civic Engagement",M 03:30 PM - 4:35pm,SCDI 1302,"Wolfe, Andrew",1.00
ELEN 196 (43559),Design Project III,"Design Thinking (Pathway), Partial Credit Arts, Partial Credit Civic Engagement",M 03:30 PM - 4:35pm,SCDI 1302,"Wolfe, Andrew",1.00
ELEN 196 (43559),Design Project III,"Design Thinking (Pathway), Partial Credit Arts, Partial Credit Civic Engagement",M 03:30 PM - 4:35pm,SCDI 1302,"Wolfe, Andrew",1.00
ELEN 196 (43559),Design Project III,"Design Thinking (Pathway), Partial Credit Arts, Partial Credit Civic Engagement",M 03:30 PM - 4:35pm,SCDI 1302,"Wolfe, Andrew",1.00
ELEN 196 (43559),Design Project III,"Design Thinking (Pathway), Partial Credit Arts, Partial Credit Civic Engagement",M 03:30 PM - 4:35pm,SCDI 1302,"Wolfe, Andrew",1.00
ELEN 196 (43559),Design Project III,"Design Thinking (Pathway), Partial Credit Arts, Partial Credit Civic Engagement",M 03:30 PM - 4:35pm,SCDI 1302,"Wolfe, Andrew",1.00
ELEN 196 (43559),Design Project III,"Design Thinking (Pathway), Partial Credit Arts, Partial Credit Civic Engagement",M 03:30 PM - 4:35pm,SCDI 1302,"Wolfe, Andrew",1.00
ELSJ 134 (43649),Seminr:Social Entrepreneurship,"Design Thinking (Pathway), Sustainability (Pathway)",MW 03:30 PM - 5:15pm,ALMSC 220,"Warner, Keith Douglass",5.00
ELSJ 134 (43649),Seminr:Social Entrepreneurship,"Design Thinking (Pathway), Sustainability (Pathway)",MW 03:30 PM - 5:15pm,ALMSC 220,"Warner, Keith Douglass",5.00
ELSJ 134 (43649),Seminr:Social Entrepreneurship,"Design Thinking (Pathway), Sustainability (Pathway)",MW 03:30 PM - 5:15pm,ALMSC 220,"Warner, Keith Douglass",5.00
ELSJ 134 (43649),Seminr:Social Entrepreneurship,"Design Thinking (Pathway), Sustainability (Pathway)",MW 03:30 PM - 5:15pm,ALMSC 220,"Warner, Keith Douglass",5.00
ELSJ 134 (43649),Seminr:Social Entrepreneurship,"Design Thinking (Pathway), Sustainability (Pathway)",MW 03:30 PM - 5:15pm,ALMSC 220,"Warner, Keith Douglass",5.00
ELSJ 134 (43649),Seminr:Social Entrepreneurship,"Design Thinking (Pathway), Sustainability (Pathway)",MW 03:30 PM - 5:15pm,ALMSC 220,"Warner, Keith Douglass",5.00
ELSJ 134 (43649),Seminr:Social Entrepreneurship,"Design Thinking (Pathway), Sustainability (Pathway)",MW 03:30 PM - 5:15pm,ALMSC 220,"Warner, Keith Douglass",5.00
ENGL 109 (42662),Info Culture & Info Society,"Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Advanced Writing, Science Technology & Society",MW 03:30 PM - 5:15pm,LUCAS 309,"Coad, David",5.00
ENGL 109 (42662),Info Culture & Info Society,"Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Advanced Writing, Science Technology & Society",MW 03:30 PM - 5:15pm,LUCAS 309,"Coad, David",5.00
ENGL 109 (42662),Info Culture & Info Society,"Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Advanced Writing, Science Technology & Society",MW 03:30 PM - 5:15pm,LUCAS 309,"Coad, David",5.00
ENGL 109 (42662),Info Culture & Info Society,"Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Advanced Writing, Science Technology & Society",MW 03:30 PM - 5:15pm,LUCAS 309,"Coad, David",5.00
ENGL 109 (42662),Info Culture & Info Society,"Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Advanced Writing, Science Technology & Society",MW 03:30 PM - 5:15pm,LUCAS 309,"Coad, David",5.00
ENGL 109 (42662),Info Culture & Info Society,"Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Advanced Writing, Science Technology & Society",MW 03:30 PM - 5:15pm,LUCAS 309,"Coad, David",5.00
ENGL 109 (42662),Info Culture & Info Society,"Design Thinking (Pathway), The Digital Age (Pathway), Values Science Technology (Pathway), Advanced Writing, Science Technology & Society",MW 03:30 PM - 5:15pm,LUCAS 309,"Coad, David",5.00
ENGL 181 (42652),Engineering Communications,"Design Thinking (Pathway), Advanced Writing, Partial Credit Arts, Partial Credit Engineering, Math, CS",MWF 01:00 PM - 2:05pm,DOWD 208,"Pfeiffer, Loring A",4.00
ENGL 181 (42652),Engineering Communications,"Design Thinking (Pathway), Advanced Writing, Partial Credit Arts, Partial Credit Engineering, Math, CS",MWF 01:00 PM - 2:05pm,DOWD 208,"Pfeiffer, Loring A",4.00
ENGL 181 (42652),Engineering Communications,"Design Thinking (Pathway), Advanced Writing, Partial Credit Arts, Partial Credit Engineering, Math, CS",MWF 01:00 PM - 2:05pm,DOWD 208,"Pfeiffer, Loring A",4.00
ENGL 181 (42652),Engineering Communications,"Design Thinking (Pathway), Advanced Writing, Partial Credit Arts, Partial Credit Engineering, Math, CS",MWF 01:00 PM - 2:05pm,DOWD 208,"Pfeiffer, Loring A",4.00
ENGL 181 (42652),Engineering Communications,"Design Thinking (Pathway), Advanced Writing, Partial Credit Arts, Partial Credit Engineering, Math, CS",MWF 01:00 PM - 2:05pm,DOWD 208,"Pfeiffer, Loring A",4.00
ENGL 181 (42652),Engineering Communications,"Design Thinking (Pathway), Advanced Writing, Partial Credit Arts, Partial Credit Engineering, Math, CS",MWF 01:00 PM - 2:05pm,DOWD 208,"Pfeiffer, Loring A",4.00
ENGL 181 (42652),Engineering Communications,"Design Thinking (Pathway), Advanced Writing, Partial Credit Arts, Partial Credit Engineering, Math, CS",MWF 01:00 PM - 2:05pm,DOWD 208,"Pfeiffer, Loring A",4.00
ENGL 181 (42648),Engineering Communications,"Design Thinking (Pathway), Advanced Writing, Partial Credit Arts, Partial Credit Engineering, Math, CS",MWF 09:15 AM - 10:20am,GUADLP 152,"Tarnoff, Maura Michelle",4.00
ENGL 181 (42648),Engineering Communications,"Design Thinking (Pathway), Advanced Writing, Partial Credit Arts, Partial Credit Engineering, Math, CS",MWF 09:15 AM - 10:20am,GUADLP 152,"Tarnoff, Maura Michelle",4.00
ENGL 181 (42648),Engineering Communications,"Design Thinking (Pathway), Advanced Writing, Partial Credit Arts, Partial Credit Engineering, Math, CS",MWF 09:15 AM - 10:20am,GUADLP 152,"Tarnoff, Maura Michelle",4.00
ENGL 181 (42648),Engineering Communications,"Design Thinking (Pathway), Advanced Writing, Partial Credit Arts, Partial Credit Engineering, Math, CS",MWF 09:15 AM - 10:20am,GUADLP 152,"Tarnoff, Maura Michelle",4.00
ENGL 181 (42648),Engineering Communications,"Design Thinking (Pathway), Advanced Writing, Partial Credit Arts, Partial Credit Engineering, Math, CS",MWF 09:15 AM - 10:20am,GUADLP 152,"Tarnoff, Maura Michelle",4.00
ENGL 181 (42648),Engineering Communications,"Design Thinking (Pathway), Advanced Writing, Partial Credit Arts, Partial Credit Engineering, Math, CS",MWF 09:15 AM - 10:20am,GUADLP 152,"Tarnoff, Maura Michelle",4.00
ENGL 181 (42648),Engineering Communications,"Design Thinking (Pathway), Advanced Writing, Partial Credit Arts, Partial Credit Engineering, Math, CS",MWF 09:15 AM - 10:20am,GUADLP 152,"Tarnoff, Maura Michelle",4.00
ENGL 181 (42649),Engineering Communications,"Design Thinking (Pathway), Advanced Writing, Partial Credit Arts, Partial Credit Engineering, Math, CS",MWF 10:30 AM - 11:35am,GUADLP 152,"Tarnoff, Maura Michelle",4.00
ENGL 181 (42649),Engineering Communications,"Design Thinking (Pathway), Advanced Writing, Partial Credit Arts, Partial Credit Engineering, Math, CS",MWF 10:30 AM - 11:35am,GUADLP 152,"Tarnoff, Maura Michelle",4.00
ENGL 181 (42649),Engineering Communications,"Design Thinking (Pathway), Advanced Writing, Partial Credit Arts, Partial Credit Engineering, Math, CS",MWF 10:30 AM - 11:35am,GUADLP 152,"Tarnoff, Maura Michelle",4.00
ENGL 181 (42649),Engineering Communications,"Design Thinking (Pathway), Advanced Writing, Partial Credit Arts, Partial Credit Engineering, Math, CS",MWF 10:30 AM - 11:35am,GUADLP 152,"Tarnoff, Maura Michelle",4.00
ENGL 181 (42649),Engineering Communications,"Design Thinking (Pathway), Advanced Writing, Partial Credit Arts, Partial Credit Engineering, Math, CS",MWF 10:30 AM - 11:35am,GUADLP 152,"Tarnoff, Maura Michelle",4.00
ENGL 181 (42649),Engineering Communications,"Design Thinking (Pathway), Advanced Writing, Partial Credit Arts, Partial Credit Engineering, Math, CS",MWF 10:30 AM - 11:35am,GUADLP 152,"Tarnoff, Maura Michelle",4.00
ENGL 181 (42649),Engineering Communications,"Design Thinking (Pathway), Advanced Writing, Partial Credit Arts, Partial Credit Engineering, Math, CS",MWF 10:30 AM - 11:35am,GUADLP 152,"Tarnoff, Maura Michelle",4.00
ENGL 181 (42650),Engineering Communications,"Design Thinking (Pathway), Advanced Writing, Partial Credit Arts, Partial Credit Engineering, Math, CS",MWF 10:30 AM - 11:35am,KENNA 216,"Hendricks, Jacquelyn Rose",4.00
ENGL 181 (42650),Engineering Communications,"Design Thinking (Pathway), Advanced Writing, Partial Credit Arts, Partial Credit Engineering, Math, CS",MWF 10:30 AM - 11:35am,KENNA 216,"Hendricks, Jacquelyn Rose",4.00
ENGL 181 (42650),Engineering Communications,"Design Thinking (Pathway), Advanced Writing, Partial Credit Arts, Partial Credit Engineering, Math, CS",MWF 10:30 AM - 11:35am,KENNA 216,"Hendricks, Jacquelyn Rose",4.00
ENGL 181 (42650),Engineering Communications,"Design Thinking (Pathway), Advanced Writing, Partial Credit Arts, Partial Credit Engineering, Math, CS",MWF 10:30 AM - 11:35am,KENNA 216,"Hendricks, Jacquelyn Rose",4.00
ENGL 181 (42650),Engineering Communications,"Design Thinking (Pathway), Advanced Writing, Partial Credit Arts, Partial Credit Engineering, Math, CS",MWF 10:30 AM - 11:35am,KENNA 216,"Hendricks, Jacquelyn Rose",4.00
ENGL 181 (42650),Engineering Communications,"Design Thinking (Pathway), Advanced Writing, Partial Credit Arts, Partial Credit Engineering, Math, CS",MWF 10:30 AM - 11:35am,KENNA 216,"Hendricks, Jacquelyn Rose",4.00
ENGL 181 (42650),Engineering Communications,"Design Thinking (Pathway), Advanced Writing, Partial Credit Arts, Partial Credit Engineering, Math, CS",MWF 10:30 AM - 11:35am,KENNA 216,"Hendricks, Jacquelyn Rose",4.00
ENGL 181 (42651),Engineering Communications,"Design Thinking (Pathway), Advanced Writing, Partial Credit Arts, Partial Credit Engineering, Math, CS",MWF 11:45 AM - 12:50pm,KENNA 216,"Hendricks, Jacquelyn Rose",4.00
ENGL 181 (42651),Engineering Communications,"Design Thinking (Pathway), Advanced Writing, Partial Credit Arts, Partial Credit Engineering, Math, CS",MWF 11:45 AM - 12:50pm,KENNA 216,"Hendricks, Jacquelyn Rose",4.00
ENGL 181 (42651),Engineering Communications,"Design Thinking (Pathway), Advanced Writing, Partial Credit Arts, Partial Credit Engineering, Math, CS",MWF 11:45 AM - 12:50pm,KENNA 216,"Hendricks, Jacquelyn Rose",4.00
ENGL 181 (42651),Engineering Communications,"Design Thinking (Pathway), Advanced Writing, Partial Credit Arts, Partial Credit Engineering, Math, CS",MWF 11:45 AM - 12:50pm,KENNA 216,"Hendricks, Jacquelyn Rose",4.00
ENGL 181 (42651),Engineering Communications,"Design Thinking (Pathway), Advanced Writing, Partial Credit Arts, Partial Credit Engineering, Math, CS",MWF 11:45 AM - 12:50pm,KENNA 216,"Hendricks, Jacquelyn Rose",4.00
ENGL 181 (42651),Engineering Communications,"Design Thinking (Pathway), Advanced Writing, Partial Credit Arts, Partial Credit Engineering, Math, CS",MWF 11:45 AM - 12:50pm,KENNA 216,"Hendricks, Jacquelyn Rose",4.00
ENGL 181 (42651),Engineering Communications,"Design Thinking (Pathway), Advanced Writing, Partial Credit Arts, Partial Credit Engineering, Math, CS",MWF 11:45 AM - 12:50pm,KENNA 216,"Hendricks, Jacquelyn Rose",4.00
ENGR 110 (43601),Community Based Engr. Design,"Design Thinking (Pathway), Sustainability (Pathway), Values Science Technology (Pathway), Civic Engagement",T 02:15 PM - 5pm,SCDI 1301,"Kuczenski, Jessica Anderson",3.00
ENGR 110 (43601),Community Based Engr. Design,"Design Thinking (Pathway), Sustainability (Pathway), Values Science Technology (Pathway), Civic Engagement",T 02:15 PM - 5pm,SCDI 1301,"Kuczenski, Jessica Anderson",3.00
ENGR 110 (43601),Community Based Engr. Design,"Design Thinking (Pathway), Sustainability (Pathway), Values Science Technology (Pathway), Civic Engagement",T 02:15 PM - 5pm,SCDI 1301,"Kuczenski, Jessica Anderson",3.00
ENGR 110 (43601),Community Based Engr. Design,"Design Thinking (Pathway), Sustainability (Pathway), Values Science Technology (Pathway), Civic Engagement",T 02:15 PM - 5pm,SCDI 1301,"Kuczenski, Jessica Anderson",3.00
ENGR 110 (43601),Community Based Engr. Design,"Design Thinking (Pathway), Sustainability (Pathway), Values Science Technology (Pathway), Civic Engagement",T 02:15 PM - 5pm,SCDI 1301,"Kuczenski, Jessica Anderson",3.00
ENGR 110 (43601),Community Based Engr. Design,"Design Thinking (Pathway), Sustainability (Pathway), Values Science Technology (Pathway), Civic Engagement",T 02:15 PM - 5pm,SCDI 1301,"Kuczenski, Jessica Anderson",3.00
ENGR 110 (43601),Community Based Engr. Design,"Design Thinking (Pathway), Sustainability (Pathway), Values Science Technology (Pathway), Civic Engagement",T 02:15 PM - 5pm,SCDI 1301,"Kuczenski, Jessica Anderson",3.00
ENGR 161 (43613),Cultures of Innovation,"Design Thinking (Pathway), Cultures and Ideas 3",TR 10:20 AM - 12pm,KENNA 306,"Gordon, Francine Ethel",5.00
ENGR 161 (43613),Cultures of Innovation,"Design Thinking (Pathway), Cultures and Ideas 3",TR 10:20 AM - 12pm,KENNA 306,"Gordon, Francine Ethel",5.00
ENGR 161 (43613),Cultures of Innovation,"Design Thinking (Pathway), Cultures and Ideas 3",TR 10:20 AM - 12pm,KENNA 306,"Gordon, Francine Ethel",5.00
ENGR 161 (43613),Cultures of Innovation,"Design Thinking (Pathway), Cultures and Ideas 3",TR 10:20 AM - 12pm,KENNA 306,"Gordon, Francine Ethel",5.00
ENGR 161 (43613),Cultures of Innovation,"Design Thinking (Pathway), Cultures and Ideas 3",TR 10:20 AM - 12pm,KENNA 306,"Gordon, Francine Ethel",5.00
ENGR 161 (43613),Cultures of Innovation,"Design Thinking (Pathway), Cultures and Ideas 3",TR 10:20 AM - 12pm,KENNA 306,"Gordon, Francine Ethel",5.00
ENGR 161 (43613),Cultures of Innovation,"Design Thinking (Pathway), Cultures and Ideas 3",TR 10:20 AM - 12pm,KENNA 306,"Gordon, Francine Ethel",5.00
ENVS 21 Lab (42685),Environmental Biology Lab,"Design Thinking (Pathway), Feeding the World (Pathway), Sustainability (Pathway), Values Science Technology (Pathway)",R 08:30 AM - 11:15am,SCDI 3205,"Siciliano, Daria",N/A
ENVS 21 Lab (42685),Environmental Biology Lab,"Design Thinking (Pathway), Feeding the World (Pathway), Sustainability (Pathway), Values Science Technology (Pathway)",R 08:30 AM - 11:15am,SCDI 3205,"Siciliano, Daria",N/A
ENVS 21 Lab (42685),Environmental Biology Lab,"Design Thinking (Pathway), Feeding the World (Pathway), Sustainability (Pathway), Values Science Technology (Pathway)",R 08:30 AM - 11:15am,SCDI 3205,"Siciliano, Daria",N/A
ENVS 21 Lab (42685),Environmental Biology Lab,"Design Thinking (Pathway), Feeding the World (Pathway), Sustainability (Pathway), Values Science Technology (Pathway)",R 08:30 AM - 11:15am,SCDI 3205,"Siciliano, Daria",N/A
ENVS 21 Lab (42685),Environmental Biology Lab,"Design Thinking (Pathway), Feeding the World (Pathway), Sustainability (Pathway), Values Science Technology (Pathway)",R 08:30 AM - 11:15am,SCDI 3205,"Siciliano, Daria",N/A
ENVS 21 Lab (42685),Environmental Biology Lab,"Design Thinking (Pathway), Feeding the World (Pathway), Sustainability (Pathway), Values Science Technology (Pathway)",R 08:30 AM - 11:15am,SCDI 3205,"Siciliano, Daria",N/A
ENVS 21 Lab (42685),Environmental Biology Lab,"Design Thinking (Pathway), Feeding the World (Pathway), Sustainability (Pathway), Values Science Technology (Pathway)",R 08:30 AM - 11:15am,SCDI 3205,"Siciliano, Daria",N/A
ENVS 21 (42684),Environmental Biology,"Design Thinking (Pathway), Feeding the World (Pathway), Sustainability (Pathway), Values Science Technology (Pathway)",MWF 09:15 AM - 10:20am,ALAM 104,"Siciliano, Daria",5.00
ENVS 21 (42684),Environmental Biology,"Design Thinking (Pathway), Feeding the World (Pathway), Sustainability (Pathway), Values Science Technology (Pathway)",MWF 09:15 AM - 10:20am,ALAM 104,"Siciliano, Daria",5.00
ENVS 21 (42684),Environmental Biology,"Design Thinking (Pathway), Feeding the World (Pathway), Sustainability (Pathway), Values Science Technology (Pathway)",MWF 09:15 AM - 10:20am,ALAM 104,"Siciliano, Daria",5.00
ENVS 21 (42684),Environmental Biology,"Design Thinking (Pathway), Feeding the World (Pathway), Sustainability (Pathway), Values Science Technology (Pathway)",MWF 09:15 AM - 10:20am,ALAM 104,"Siciliano, Daria",5.00
ENVS 21 (42684),Environmental Biology,"Design Thinking (Pathway), Feeding the World (Pathway), Sustainability (Pathway), Values Science Technology (Pathway)",MWF 09:15 AM - 10:20am,ALAM 104,"Siciliano, Daria",5.00
ENVS 21 (42684),Environmental Biology,"Design Thinking (Pathway), Feeding the World (Pathway), Sustainability (Pathway), Values Science Technology (Pathway)",MWF 09:15 AM - 10:20am,ALAM 104,"Siciliano, Daria",5.00
ENVS 21 (42684),Environmental Biology,"Design Thinking (Pathway), Feeding the World (Pathway), Sustainability (Pathway), Values Science Technology (Pathway)",MWF 09:15 AM - 10:20am,ALAM 104,"Siciliano, Daria",5.00
ENVS 21 Lab (42686),Environmental Biology Lab,"Design Thinking (Pathway), Feeding the World (Pathway), Sustainability (Pathway), Values Science Technology (Pathway)",R 12:10 PM - 2:55pm,SCDI 3205,"Siciliano, Daria",N/A
ENVS 21 Lab (42686),Environmental Biology Lab,"Design Thinking (Pathway), Feeding the World (Pathway), Sustainability (Pathway), Values Science Technology (Pathway)",R 12:10 PM - 2:55pm,SCDI 3205,"Siciliano, Daria",N/A
ENVS 21 Lab (42686),Environmental Biology Lab,"Design Thinking (Pathway), Feeding the World (Pathway), Sustainability (Pathway), Values Science Technology (Pathway)",R 12:10 PM - 2:55pm,SCDI 3205,"Siciliano, Daria",N/A
ENVS 21 Lab (42686),Environmental Biology Lab,"Design Thinking (Pathway), Feeding the World (Pathway), Sustainability (Pathway), Values Science Technology (Pathway)",R 12:10 PM - 2:55pm,SCDI 3205,"Siciliano, Daria",N/A
ENVS 21 Lab (42686),Environmental Biology Lab,"Design Thinking (Pathway), Feeding the World (Pathway), Sustainability (Pathway), Values Science Technology (Pathway)",R 12:10 PM - 2:55pm,SCDI 3205,"Siciliano, Daria",N/A
